Date,Customer_ID,Region,Sales_Rep,Product_ID,Product_Name,Category,Units_Sold,Unit_Price,Revenue,Cost,Profit
2024-11-10,CUST7515,South,Alice,P005,Mouse,Accessories,18,28.1,505.8,393.84,111.96
2024-06-20,CUST1190,West,Alice,P002,Smartphone,Electronics,8,638.74,5109.92,3480.11,1629.81
2024-08-15,CUST0465,West,Fiona,P002,Smartphone,Electronics,8,828.6,6628.8,4518.61,2110.19
2024-07-29,CUST8170,North,Evan,P001,Laptop,Electronics,12,1178.88,14146.56,9634.75,4511.81
2024-12-06,CUST4902,East,Diana,P003,Monitor,Electronics,2,191.01,382.02,243.76,138.26
2024-03-14,CUST6084,East,Alice,P003,Monitor,Electronics,3,161.8,485.4,366.56,118.84
2024-12-16,CUST0584,West,Evan,P002,Smartphone,Electronics,11,593.03,6523.33,5219.94,1303.39
2024-03-17,CUST5657,North,Charlie,P001,Laptop,Electronics,19,836.45,15892.55,10526.69,5365.86
2024-04-19,CUST4161,North,Evan,P006,Tablet,Electronics,8,591.69,4733.52,3207.03,1526.49
2024-04-17,CUST5146,East,Diana,P006,Tablet,Electronics,16,344.03,5504.48,4254.97,1249.51
2024-12-14,CUST8437,South,Charlie,P001,Laptop,Electronics,13,972.9,12647.7,8317.8,4329.9
2024-06-10,CUST1972,West,Bob,P004,Keyboard,Accessories,8,20.7,165.6,131.81,33.79
2024-03-02,CUST7088,South,Charlie,P001,Laptop,Electronics,18,1062.85,19131.3,15743.99,3387.31
2024-06-13,CUST7141,North,Charlie,P002,Smartphone,Electronics,1,849.6,849.6,509.92,339.68
2024-06-15,CUST9214,West,Evan,P001,Laptop,Electronics,10,861.54,8615.4,5846.39,2769.01
2024-04-10,CUST1268,East,Bob,P003,Monitor,Electronics,14,239.35,3350.9,2396.38,954.52
2024-10-31,CUST8277,North,Fiona,P006,Tablet,Electronics,7,577.09,4039.63,2850.42,1189.21
2024-03-21,CUST4662,West,Fiona,P005,Mouse,Accessories,2,18.83,37.66,23.34,14.32
2024-12-19,CUST7956,North,Evan,P001,Laptop,Electronics,2,1093.07,2186.14,1639.55,546.59
2024-05-25,CUST6402,North,Diana,P005,Mouse,Accessories,7,16.34,114.38,91.48,22.9
2024-07-08,CUST8328,West,Fiona,P002,Smartphone,Electronics,18,709.2,12765.6,8960.28,3805.32
2024-10-09,CUST5788,West,Evan,P005,Mouse,Accessories,12,18.1,217.2,174.7,42.5
2024-01-19,CUST6256,East,Diana,P001,Laptop,Electronics,12,1051.08,12612.96,9651.56,2961.4
2024-01-07,CUST2886,North,Alice,P005,Mouse,Accessories,18,41.55,747.9,519.83,228.07
2024-02-27,CUST0030,North,Fiona,P004,Keyboard,Accessories,5,48.58,242.9,155.25,87.65
2024-08-30,CUST7506,South,Charlie,P006,Tablet,Electronics,10,478.97,4789.7,3630.92,1158.78
2024-06-26,CUST0472,South,Alice,P004,Keyboard,Accessories,10,20.71,207.1,150.96,56.14
2024-09-21,CUST9805,East,Alice,P004,Keyboard,Accessories,20,37.74,754.8,619.75,135.05
2024-10-22,CUST8989,South,Diana,P006,Tablet,Electronics,9,438.67,3948.03,2649.18,1298.85
2024-01-10,CUST9246,North,Diana,P004,Keyboard,Accessories,3,30.41,91.23,65.7,25.53
2024-04-17,CUST6105,North,Evan,P004,Keyboard,Accessories,17,40.6,690.2,486.22,203.98
2024-10-31,CUST4987,East,Diana,P003,Monitor,Electronics,16,283.98,4543.68,2821.63,1722.05
2024-10-05,CUST6590,South,Charlie,P001,Laptop,Electronics,12,1067.53,12810.36,10234.21,2576.15
2024-07-06,CUST7191,South,Evan,P002,Smartphone,Electronics,3,701.51,2104.53,1744.71,359.82
2024-04-03,CUST8672,East,Diana,P002,Smartphone,Electronics,1,787.9,787.9,499.27,288.63
2024-03-28,CUST7813,West,Bob,P003,Monitor,Electronics,7,186.03,1302.21,934.25,367.96
2024-02-01,CUST9130,West,Alice,P001,Laptop,Electronics,7,839.77,5878.39,4254.67,1623.72
2024-01-29,CUST4640,West,Fiona,P005,Mouse,Accessories,6,44.39,266.34,166.98,99.36
2024-06-26,CUST0944,South,Charlie,P002,Smartphone,Electronics,1,840.85,840.85,534.69,306.16
2024-01-10,CUST5605,East,Evan,P003,Monitor,Electronics,11,198.19,2180.09,1666.78,513.31
2024-06-02,CUST9234,South,Evan,P001,Laptop,Electronics,17,1197.41,20355.97,15877.26,4478.71
2024-09-12,CUST8356,West,Bob,P004,Keyboard,Accessories,13,45.24,588.12,387.7,200.42
2024-05-26,CUST3313,East,Bob,P003,Monitor,Electronics,13,164.61,2139.93,1398.74,741.19
2024-07-17,CUST0491,North,Charlie,P005,Mouse,Accessories,8,42.04,336.32,206.79,129.53
2024-03-21,CUST3704,North,Diana,P002,Smartphone,Electronics,11,562.96,6192.56,4191.15,2001.41
2024-06-25,CUST9280,West,Charlie,P006,Tablet,Electronics,9,342.54,3082.86,2613.95,468.91
2024-07-05,CUST8136,South,Charlie,P003,Monitor,Electronics,14,263.19,3684.66,2351.37,1333.29
2024-05-21,CUST2381,East,Bob,P001,Laptop,Electronics,17,1042.25,17718.25,12303.52,5414.73
2024-01-05,CUST2719,South,Bob,P004,Keyboard,Accessories,11,45.27,497.97,305.71,192.26
2024-11-27,CUST0639,East,Diana,P001,Laptop,Electronics,5,889.78,4448.9,3730.32,718.58
2024-02-14,CUST1673,South,Charlie,P006,Tablet,Electronics,15,480.64,7209.6,5854.21,1355.39
2024-08-31,CUST4300,North,Evan,P001,Laptop,Electronics,12,1007.46,12089.52,9479.93,2609.59
2024-08-30,CUST0197,East,Alice,P006,Tablet,Electronics,6,608.88,3653.28,2654.88,998.4
2024-06-29,CUST1881,South,Bob,P004,Keyboard,Accessories,13,37.25,484.25,376.46,107.79
2024-01-09,CUST4513,West,Fiona,P005,Mouse,Accessories,5,32.07,160.35,118.39,41.96
2024-11-09,CUST3174,West,Alice,P005,Mouse,Accessories,2,35.43,70.86,49.28,21.58
2024-06-14,CUST9039,East,Charlie,P003,Monitor,Electronics,5,221.05,1105.25,832.11,273.14
2024-12-22,CUST4253,South,Charlie,P003,Monitor,Electronics,5,152.22,761.1,487.12,273.98
2024-10-16,CUST1156,South,Diana,P005,Mouse,Accessories,18,44.27,796.86,516.24,280.62
2024-11-04,CUST3709,North,Alice,P002,Smartphone,Electronics,15,530.72,7960.8,5506.87,2453.93
2024-08-22,CUST6237,North,Charlie,P005,Mouse,Accessories,2,39.34,78.68,54.69,23.99
2024-07-23,CUST6698,North,Diana,P001,Laptop,Electronics,20,1104.89,22097.8,16957.5,5140.3
2024-10-12,CUST1516,North,Alice,P001,Laptop,Electronics,1,905.48,905.48,753.97,151.51
2024-08-14,CUST6200,South,Charlie,P005,Mouse,Accessories,20,19.38,387.6,263.12,124.48
2024-09-26,CUST3464,East,Alice,P006,Tablet,Electronics,16,463.68,7418.88,5475.53,1943.35
2024-05-18,CUST3245,North,Evan,P001,Laptop,Electronics,8,904.73,7237.84,4850.99,2386.85
2024-01-18,CUST9214,North,Charlie,P001,Laptop,Electronics,4,1177.55,4710.2,4002.99,707.21
2024-11-10,CUST3793,South,Charlie,P001,Laptop,Electronics,11,1168.65,12855.15,9954.41,2900.74
2024-05-21,CUST0037,East,Charlie,P006,Tablet,Electronics,4,477.97,1911.88,1427.81,484.07
2024-10-27,CUST9381,East,Alice,P004,Keyboard,Accessories,2,40.09,80.18,56.41,23.77
2024-11-14,CUST8247,West,Evan,P004,Keyboard,Accessories,15,24.0,360.0,275.45,84.55
2024-06-13,CUST5795,West,Charlie,P002,Smartphone,Electronics,3,508.71,1526.13,955.57,570.56
2024-07-27,CUST7500,East,Fiona,P003,Monitor,Electronics,16,168.77,2700.32,2136.34,563.98
2024-12-17,CUST4387,North,Bob,P004,Keyboard,Accessories,20,30.75,615.0,377.4,237.6
2024-01-11,CUST9513,West,Alice,P002,Smartphone,Electronics,15,606.21,9093.15,6861.32,2231.83
2024-12-23,CUST3748,West,Fiona,P005,Mouse,Accessories,8,23.64,189.12,118.51,70.61
2024-03-01,CUST6628,East,Alice,P005,Mouse,Accessories,10,18.11,181.1,145.6,35.5
2024-05-20,CUST7388,East,Bob,P001,Laptop,Electronics,13,806.77,10488.01,6732.86,3755.15
2024-04-01,CUST6498,South,Alice,P001,Laptop,Electronics,18,818.19,14727.42,10636.55,4090.87
2024-04-27,CUST9873,West,Fiona,P006,Tablet,Electronics,2,332.49,664.98,564.64,100.34
2024-06-22,CUST5278,South,Diana,P003,Monitor,Electronics,10,211.05,2110.5,1316.22,794.28
2024-05-28,CUST4603,West,Charlie,P001,Laptop,Electronics,13,1172.41,15241.33,9226.03,6015.3
2024-07-27,CUST9199,West,Fiona,P005,Mouse,Accessories,13,31.24,406.12,274.16,131.96
2024-06-09,CUST8336,East,Evan,P006,Tablet,Electronics,19,626.52,11903.88,8900.95,3002.93
2024-11-22,CUST6641,North,Alice,P001,Laptop,Electronics,15,804.85,12072.75,9204.36,2868.39
2024-11-18,CUST1177,West,Diana,P001,Laptop,Electronics,15,1119.17,16787.55,10089.02,6698.53
2024-03-24,CUST9757,South,Bob,P002,Smartphone,Electronics,16,625.28,10004.48,8272.34,1732.14
2024-03-31,CUST1211,West,Alice,P001,Laptop,Electronics,15,1011.12,15166.8,9519.62,5647.18
2024-12-20,CUST4556,North,Bob,P005,Mouse,Accessories,14,44.13,617.82,524.02,93.8
2024-10-10,CUST5844,East,Evan,P001,Laptop,Electronics,9,914.65,8231.85,5116.36,3115.49
2024-07-11,CUST8504,East,Fiona,P004,Keyboard,Accessories,15,31.17,467.55,307.69,159.86
2024-10-04,CUST6129,South,Bob,P005,Mouse,Accessories,14,49.47,692.58,575.81,116.77
2024-05-31,CUST3459,South,Charlie,P005,Mouse,Accessories,4,31.8,127.2,97.93,29.27
2024-04-01,CUST5098,South,Diana,P002,Smartphone,Electronics,1,850.57,850.57,671.34,179.23
2024-08-22,CUST6323,North,Fiona,P006,Tablet,Electronics,13,691.98,8995.74,5879.71,3116.03
2024-05-06,CUST1701,West,Bob,P005,Mouse,Accessories,16,37.67,602.72,430.4,172.32
2024-05-04,CUST2536,East,Evan,P005,Mouse,Accessories,10,41.72,417.2,322.75,94.45
2024-05-26,CUST9178,East,Evan,P004,Keyboard,Accessories,5,57.16,285.8,185.49,100.31
2024-12-04,CUST2514,West,Fiona,P004,Keyboard,Accessories,11,58.79,646.69,427.4,219.29
2024-06-10,CUST1282,South,Charlie,P004,Keyboard,Accessories,18,38.13,686.34,427.67,258.67
2024-11-16,CUST7891,West,Diana,P005,Mouse,Accessories,7,42.69,298.83,246.13,52.7
2024-03-08,CUST1660,West,Bob,P001,Laptop,Electronics,14,802.35,11232.9,7761.48,3471.42
2024-06-24,CUST1990,West,Bob,P003,Monitor,Electronics,15,241.13,3616.95,2277.27,1339.68
2024-10-04,CUST9131,South,Charlie,P003,Monitor,Electronics,1,208.98,208.98,167.78,41.2
2024-11-18,CUST9709,West,Alice,P003,Monitor,Electronics,13,195.34,2539.42,1656.1,883.32
2024-04-18,CUST5369,East,Diana,P001,Laptop,Electronics,10,1065.05,10650.5,8063.47,2587.03
2024-08-11,CUST2168,West,Fiona,P001,Laptop,Electronics,8,1039.72,8317.76,5484.18,2833.58
2024-05-22,CUST9556,South,Charlie,P001,Laptop,Electronics,18,1194.23,21496.14,15034.04,6462.1
2024-01-14,CUST0898,East,Alice,P003,Monitor,Electronics,5,240.65,1203.25,978.32,224.93
2024-07-07,CUST0785,North,Alice,P005,Mouse,Accessories,6,28.63,171.78,105.37,66.41
2024-07-18,CUST1210,West,Alice,P006,Tablet,Electronics,2,333.27,666.54,454.36,212.18
2024-06-30,CUST4135,North,Bob,P005,Mouse,Accessories,15,21.74,326.1,216.69,109.41
2024-10-20,CUST9111,South,Fiona,P001,Laptop,Electronics,8,800.48,6403.84,4919.09,1484.75
2024-12-23,CUST6152,North,Fiona,P002,Smartphone,Electronics,17,841.48,14305.16,10964.94,3340.22
2024-05-21,CUST3222,South,Alice,P006,Tablet,Electronics,18,641.08,11539.44,8302.83,3236.61
2024-10-28,CUST8091,West,Fiona,P001,Laptop,Electronics,9,1066.12,9595.08,7026.54,2568.54
2024-05-22,CUST5194,West,Alice,P002,Smartphone,Electronics,14,842.43,11794.02,9844.14,1949.88
2024-04-10,CUST8689,South,Bob,P005,Mouse,Accessories,5,19.43,97.15,60.03,37.12
2024-05-11,CUST6515,East,Alice,P001,Laptop,Electronics,14,885.33,12394.62,7689.66,4704.96
2024-04-12,CUST3660,North,Bob,P004,Keyboard,Accessories,13,22.53,292.89,221.84,71.05
2024-03-30,CUST7150,South,Diana,P002,Smartphone,Electronics,14,604.72,8466.08,5325.94,3140.14
2024-08-30,CUST9684,North,Diana,P005,Mouse,Accessories,7,26.09,182.63,138.14,44.49
2024-08-07,CUST2415,South,Evan,P004,Keyboard,Accessories,14,30.96,433.44,350.72,82.72
2024-04-04,CUST2944,East,Bob,P006,Tablet,Electronics,3,585.21,1755.63,1375.61,380.02
2024-07-07,CUST6592,West,Alice,P005,Mouse,Accessories,5,45.99,229.95,174.48,55.47
2024-07-20,CUST9555,East,Evan,P002,Smartphone,Electronics,13,855.23,11117.99,7338.98,3779.01
2024-04-16,CUST3056,East,Bob,P005,Mouse,Accessories,19,26.23,498.37,406.18,92.19
2024-11-24,CUST8524,East,Bob,P005,Mouse,Accessories,14,41.66,583.24,387.58,195.66
2024-05-31,CUST7128,North,Alice,P006,Tablet,Electronics,14,606.7,8493.8,6645.65,1848.15
2024-11-03,CUST0760,West,Charlie,P001,Laptop,Electronics,10,1113.26,11132.6,7298.99,3833.61
2024-02-17,CUST9207,West,Diana,P001,Laptop,Electronics,20,1083.01,21660.2,13128.91,8531.29
2024-06-21,CUST0915,West,Fiona,P001,Laptop,Electronics,11,926.91,10196.01,7003.95,3192.06
2024-07-08,CUST0855,South,Charlie,P002,Smartphone,Electronics,16,712.26,11396.16,9484.66,1911.5
2024-02-01,CUST4366,West,Bob,P005,Mouse,Accessories,4,39.08,156.32,94.41,61.91
2024-09-18,CUST6502,West,Fiona,P004,Keyboard,Accessories,6,24.65,147.9,95.34,52.56
2024-04-05,CUST4866,North,Evan,P001,Laptop,Electronics,7,858.3,6008.1,4091.52,1916.58
2024-03-05,CUST9658,West,Diana,P001,Laptop,Electronics,6,1049.0,6294.0,4318.79,1975.21
2024-10-28,CUST3205,East,Diana,P002,Smartphone,Electronics,15,888.07,13321.05,10645.7,2675.35
2024-05-24,CUST2393,East,Fiona,P005,Mouse,Accessories,11,41.73,459.03,283.16,175.87
2024-04-01,CUST7856,South,Diana,P004,Keyboard,Accessories,9,47.29,425.61,263.19,162.42
2024-07-14,CUST2432,East,Diana,P004,Keyboard,Accessories,1,28.74,28.74,21.04,7.7
2024-08-29,CUST2627,East,Evan,P006,Tablet,Electronics,15,645.14,9677.1,6058.04,3619.06
2024-02-01,CUST0237,North,Charlie,P003,Monitor,Electronics,6,180.79,1084.74,659.15,425.59
2024-11-27,CUST2395,South,Fiona,P004,Keyboard,Accessories,8,21.28,170.24,142.48,27.76
2024-04-26,CUST2807,North,Alice,P003,Monitor,Electronics,18,170.9,3076.2,2204.36,871.84
2024-09-20,CUST7232,South,Fiona,P004,Keyboard,Accessories,17,40.99,696.83,432.6,264.23
2024-09-07,CUST5717,South,Bob,P004,Keyboard,Accessories,12,50.5,606.0,407.63,198.37
2024-07-02,CUST7360,North,Evan,P001,Laptop,Electronics,16,853.49,13655.84,8412.18,5243.66
2024-08-19,CUST1137,West,Fiona,P003,Monitor,Electronics,5,231.72,1158.6,768.55,390.05
2024-03-04,CUST3430,West,Charlie,P006,Tablet,Electronics,6,496.02,2976.12,2305.14,670.98
2024-07-11,CUST5792,East,Alice,P001,Laptop,Electronics,6,1049.88,6299.28,4930.23,1369.05
2024-09-21,CUST1324,North,Evan,P006,Tablet,Electronics,1,307.33,307.33,212.32,95.01
2024-12-13,CUST4194,South,Bob,P001,Laptop,Electronics,20,921.43,18428.6,13534.73,4893.87
2024-06-08,CUST3438,West,Alice,P004,Keyboard,Accessories,6,28.32,169.92,103.98,65.94
2024-06-07,CUST2516,South,Alice,P004,Keyboard,Accessories,5,25.16,125.8,85.61,40.19
2024-11-03,CUST4500,South,Diana,P006,Tablet,Electronics,7,567.87,3975.09,3063.6,911.49
2024-10-27,CUST9391,South,Evan,P003,Monitor,Electronics,7,236.15,1653.05,1397.08,255.97
2024-10-20,CUST6495,South,Alice,P001,Laptop,Electronics,20,844.74,16894.8,11892.01,5002.79
2024-08-01,CUST7721,East,Alice,P004,Keyboard,Accessories,14,44.49,622.86,503.92,118.94
2024-10-03,CUST4563,East,Alice,P002,Smartphone,Electronics,7,843.25,5902.75,3916.83,1985.92
2024-12-24,CUST9508,West,Alice,P001,Laptop,Electronics,13,839.84,10917.92,7617.88,3300.04
2024-08-09,CUST5428,North,Alice,P001,Laptop,Electronics,18,914.96,16469.28,13129.22,3340.06
2024-09-25,CUST9505,West,Fiona,P003,Monitor,Electronics,4,223.47,893.88,603.22,290.66
2024-07-26,CUST1572,North,Charlie,P002,Smartphone,Electronics,17,501.44,8524.48,5390.87,3133.61
2024-05-17,CUST6684,West,Alice,P001,Laptop,Electronics,11,1127.25,12399.75,9467.82,2931.93
2024-05-04,CUST5430,East,Bob,P006,Tablet,Electronics,7,348.87,2442.09,1975.93,466.16
2024-12-26,CUST9056,North,Charlie,P006,Tablet,Electronics,8,578.53,4628.24,2931.02,1697.22
2024-12-28,CUST7292,East,Bob,P005,Mouse,Accessories,18,21.76,391.68,279.66,112.02
2024-10-24,CUST5015,West,Diana,P003,Monitor,Electronics,9,261.03,2349.27,1970.24,379.03
2024-11-02,CUST9762,East,Alice,P002,Smartphone,Electronics,11,798.46,8783.06,6754.97,2028.09
2024-08-23,CUST2608,East,Charlie,P001,Laptop,Electronics,3,846.32,2538.96,1732.59,806.37
2024-04-29,CUST8902,South,Diana,P005,Mouse,Accessories,14,44.22,619.08,443.11,175.97
2024-10-24,CUST8709,North,Bob,P001,Laptop,Electronics,8,832.98,6663.84,4739.89,1923.95
2024-09-25,CUST8744,North,Fiona,P001,Laptop,Electronics,9,1163.39,10470.51,7221.37,3249.14
2024-03-25,CUST1105,East,Bob,P005,Mouse,Accessories,16,19.12,305.92,225.12,80.8
2024-11-20,CUST5382,East,Fiona,P002,Smartphone,Electronics,20,896.66,17933.2,11747.08,6186.12
2024-09-19,CUST5341,East,Evan,P006,Tablet,Electronics,12,538.5,6462.0,4169.68,2292.32
2024-11-06,CUST9950,North,Alice,P004,Keyboard,Accessories,15,32.85,492.75,356.74,136.01
2024-07-16,CUST8983,South,Alice,P006,Tablet,Electronics,7,614.1,4298.7,3642.55,656.15
2024-08-05,CUST2340,West,Charlie,P006,Tablet,Electronics,10,603.44,6034.4,4326.27,1708.13
2024-09-01,CUST9003,East,Evan,P003,Monitor,Electronics,4,163.16,652.64,455.06,197.58
2024-04-08,CUST1787,East,Fiona,P005,Mouse,Accessories,15,46.9,703.5,428.95,274.55
2024-09-28,CUST6209,West,Alice,P002,Smartphone,Electronics,6,546.51,3279.06,2135.57,1143.49
2024-06-16,CUST1153,South,Fiona,P001,Laptop,Electronics,17,878.3,14931.1,10670.16,4260.94
2024-03-21,CUST3724,North,Fiona,P005,Mouse,Accessories,19,46.08,875.52,653.73,221.79
2024-12-02,CUST1915,South,Fiona,P004,Keyboard,Accessories,9,35.62,320.58,200.83,119.75
2024-02-03,CUST9739,South,Diana,P005,Mouse,Accessories,20,41.43,828.6,596.42,232.18
2024-08-29,CUST3610,South,Evan,P001,Laptop,Electronics,11,1078.37,11862.07,9890.12,1971.95
2024-12-16,CUST5780,South,Evan,P006,Tablet,Electronics,16,599.27,9588.32,7867.04,1721.28
2024-08-06,CUST8398,North,Evan,P003,Monitor,Electronics,18,279.12,5024.16,3657.72,1366.44
2024-07-23,CUST3977,North,Fiona,P003,Monitor,Electronics,8,295.37,2362.96,1693.89,669.07
2024-06-04,CUST8134,East,Evan,P005,Mouse,Accessories,1,37.58,37.58,26.97,10.61
2024-06-15,CUST4870,East,Charlie,P005,Mouse,Accessories,20,44.74,894.8,747.75,147.05
2024-01-14,CUST1808,North,Diana,P004,Keyboard,Accessories,9,54.78,493.02,333.98,159.04
2024-02-01,CUST6981,South,Diana,P004,Keyboard,Accessories,19,56.23,1068.37,686.52,381.85
2024-12-27,CUST7405,East,Evan,P006,Tablet,Electronics,11,413.92,4553.12,2996.25,1556.87
2024-04-16,CUST4246,South,Charlie,P001,Laptop,Electronics,13,812.4,10561.2,8449.84,2111.36
2024-12-17,CUST5397,North,Diana,P005,Mouse,Accessories,17,22.33,379.61,285.77,93.84
2024-01-01,CUST5149,West,Evan,P005,Mouse,Accessories,19,48.81,927.39,640.8,286.59
2024-03-27,CUST9047,North,Diana,P002,Smartphone,Electronics,16,631.95,10111.2,7750.22,2360.98
2024-10-03,CUST5024,North,Diana,P004,Keyboard,Accessories,17,32.38,550.46,443.64,106.82
2024-07-22,CUST1604,West,Diana,P006,Tablet,Electronics,7,322.72,2259.04,1605.53,653.51
2024-06-14,CUST3168,East,Fiona,P004,Keyboard,Accessories,4,55.21,220.84,170.38,50.46
2024-09-12,CUST6356,South,Bob,P001,Laptop,Electronics,1,996.77,996.77,731.28,265.49
2024-12-17,CUST4629,North,Bob,P002,Smartphone,Electronics,7,786.2,5503.4,3991.41,1511.99
2024-03-22,CUST2129,East,Fiona,P002,Smartphone,Electronics,14,732.66,10257.24,7703.23,2554.01
2024-01-20,CUST2265,West,Charlie,P001,Laptop,Electronics,6,889.68,5338.08,4223.73,1114.35
2024-10-27,CUST5424,North,Charlie,P002,Smartphone,Electronics,6,683.44,4100.64,2781.84,1318.8
2024-10-09,CUST0879,South,Bob,P005,Mouse,Accessories,15,20.46,306.9,229.73,77.17
2024-06-30,CUST4785,West,Evan,P002,Smartphone,Electronics,8,607.14,4857.12,3505.99,1351.13
2024-08-31,CUST5144,East,Charlie,P003,Monitor,Electronics,2,237.77,475.54,369.78,105.76
2024-08-29,CUST2438,North,Alice,P006,Tablet,Electronics,15,694.68,10420.2,6361.28,4058.92
2024-09-23,CUST6851,East,Charlie,P004,Keyboard,Accessories,4,38.81,155.24,96.0,59.24
2024-03-29,CUST6417,North,Bob,P003,Monitor,Electronics,19,191.11,3631.09,2605.4,1025.69
2024-04-30,CUST9783,North,Fiona,P001,Laptop,Electronics,18,1025.49,18458.82,15353.92,3104.9
2024-10-23,CUST0234,West,Charlie,P002,Smartphone,Electronics,16,770.8,12332.8,9730.04,2602.76
2024-02-23,CUST2521,South,Bob,P001,Laptop,Electronics,15,1093.98,16409.7,10269.88,6139.82
2024-02-16,CUST5975,West,Charlie,P005,Mouse,Accessories,8,37.97,303.76,230.27,73.49
2024-02-15,CUST0072,East,Charlie,P003,Monitor,Electronics,14,233.62,3270.68,2250.8,1019.88
2024-02-29,CUST5456,North,Bob,P003,Monitor,Electronics,11,271.69,2988.59,2047.27,941.32
2024-05-07,CUST8188,West,Diana,P004,Keyboard,Accessories,7,48.23,337.61,238.75,98.86
2024-11-07,CUST3546,South,Fiona,P005,Mouse,Accessories,20,43.07,861.4,583.95,277.45
2024-02-13,CUST9447,North,Charlie,P002,Smartphone,Electronics,16,663.98,10623.68,8993.38,1630.3
2024-02-02,CUST4001,West,Evan,P006,Tablet,Electronics,14,314.15,4398.1,3210.12,1187.98
2024-05-11,CUST9222,North,Bob,P004,Keyboard,Accessories,5,57.92,289.6,204.46,85.14
2024-05-04,CUST6137,East,Fiona,P006,Tablet,Electronics,6,359.87,2159.22,1600.11,559.11
2024-12-07,CUST0609,West,Fiona,P001,Laptop,Electronics,13,841.67,10941.71,8680.22,2261.49
2024-02-12,CUST5584,North,Bob,P004,Keyboard,Accessories,1,56.71,56.71,34.98,21.73
2024-09-24,CUST4143,East,Evan,P001,Laptop,Electronics,2,882.88,1765.76,1433.95,331.81
2024-04-10,CUST2681,North,Diana,P001,Laptop,Electronics,15,974.57,14618.55,10509.36,4109.19
2024-05-21,CUST3894,South,Evan,P002,Smartphone,Electronics,3,720.49,2161.47,1401.52,759.95
2024-03-23,CUST6192,South,Alice,P006,Tablet,Electronics,3,596.25,1788.75,1143.7,645.05
2024-08-08,CUST2616,South,Diana,P001,Laptop,Electronics,11,889.73,9787.03,7047.6,2739.43
2024-04-12,CUST2381,South,Fiona,P001,Laptop,Electronics,2,1159.09,2318.18,1463.89,854.29
2024-02-08,CUST0888,East,Charlie,P004,Keyboard,Accessories,15,49.94,749.1,483.51,265.59
2024-05-11,CUST8773,West,Bob,P005,Mouse,Accessories,18,26.35,474.3,371.77,102.53
2024-08-23,CUST2602,North,Alice,P005,Mouse,Accessories,5,17.17,85.85,55.66,30.19
2024-09-19,CUST4770,East,Diana,P002,Smartphone,Electronics,14,890.42,12465.88,9204.2,3261.68
2024-01-17,CUST2251,East,Diana,P006,Tablet,Electronics,14,446.27,6247.78,4653.96,1593.82
2024-04-23,CUST0319,West,Charlie,P004,Keyboard,Accessories,1,53.79,53.79,37.88,15.91
2024-09-23,CUST5614,South,Charlie,P004,Keyboard,Accessories,5,47.79,238.95,158.73,80.22
2024-04-29,CUST4106,West,Diana,P004,Keyboard,Accessories,7,38.12,266.84,191.18,75.66
2024-11-13,CUST9929,East,Diana,P005,Mouse,Accessories,18,24.13,434.34,308.55,125.79
2024-06-26,CUST0867,West,Alice,P003,Monitor,Electronics,16,220.22,3523.52,2797.18,726.34
2024-05-20,CUST2510,East,Bob,P002,Smartphone,Electronics,20,705.58,14111.6,10607.21,3504.39
2024-08-20,CUST8400,South,Diana,P004,Keyboard,Accessories,17,22.45,381.65,286.12,95.53
2024-03-30,CUST4214,North,Diana,P006,Tablet,Electronics,3,582.98,1748.94,1379.87,369.07
2024-08-27,CUST1222,West,Alice,P001,Laptop,Electronics,1,936.64,936.64,764.69,171.95
2024-02-23,CUST8443,North,Bob,P003,Monitor,Electronics,13,259.3,3370.9,2357.79,1013.11
2024-04-11,CUST9458,East,Fiona,P001,Laptop,Electronics,13,951.2,12365.6,10509.08,1856.52
2024-12-22,CUST2019,South,Charlie,P001,Laptop,Electronics,5,986.48,4932.4,3605.21,1327.19
2024-09-28,CUST6113,East,Alice,P002,Smartphone,Electronics,18,773.88,13929.84,9187.5,4742.34
2024-11-24,CUST9116,East,Evan,P004,Keyboard,Accessories,1,23.39,23.39,17.57,5.82
2024-06-14,CUST1942,West,Alice,P001,Laptop,Electronics,17,976.0,16592.0,13816.83,2775.17
2024-08-13,CUST7961,North,Charlie,P006,Tablet,Electronics,17,611.78,10400.26,8021.6,2378.66
2024-06-09,CUST0899,West,Charlie,P002,Smartphone,Electronics,2,691.82,1383.64,1054.63,329.01
2024-05-31,CUST8978,East,Fiona,P001,Laptop,Electronics,10,890.44,8904.4,6287.95,2616.45
2024-02-15,CUST4812,West,Alice,P004,Keyboard,Accessories,20,35.17,703.4,545.03,158.37
2024-11-26,CUST0574,North,Alice,P006,Tablet,Electronics,2,431.01,862.02,531.73,330.29
2024-12-13,CUST9098,East,Alice,P006,Tablet,Electronics,16,320.4,5126.4,3211.86,1914.54
2024-08-29,CUST5702,East,Evan,P006,Tablet,Electronics,6,304.73,1828.38,1119.0,709.38
2024-07-08,CUST3763,South,Alice,P004,Keyboard,Accessories,6,47.44,284.64,236.98,47.66
2024-10-24,CUST7712,East,Evan,P001,Laptop,Electronics,1,1195.9,1195.9,769.01,426.89
2024-06-26,CUST5469,South,Evan,P005,Mouse,Accessories,16,24.42,390.72,279.43,111.29
2024-12-30,CUST7395,East,Charlie,P004,Keyboard,Accessories,11,43.8,481.8,379.23,102.57
2024-09-29,CUST4226,South,Alice,P002,Smartphone,Electronics,12,560.54,6726.48,5150.98,1575.5
